id   Vmag    e_Vm  B-V     e_B-V
1468 21.250  0.020  0.756  0.034
1469 21.253  0.020  0.912  0.039
1470 21.255  0.021  0.829  0.034
1471 21.255  0.026  0.726  0.048
1472 21.255  0.020  0.722  0.033
1473 21.256  0.022  0.788  0.035
1474 21.258  0.019  0.857  0.035
1475 21.258  0.020  0.778  0.033
1476 21.259  0.021  0.724  0.030
1477 21.263  0.022  0.710  0.032
1478 21.265  0.022  0.766  0.035
1479 21.265  0.027  0.841  0.053
1480 21.269  0.021  0.797  0.034
1481 21.270  0.019  0.856  0.033
1482 21.270  0.020  0.831  0.032
1483 21.273  0.020  0.861  0.034
1484 21.273  0.021  0.789  0.034
1485 21.275  0.022  0.759  0.040
1486 21.276  0.021  0.809  0.034
1487 21.278  0.020  0.795  0.033
1488 21.285  0.020  0.803  0.038
1489 21.285  0.022  0.529  0.030
1490 21.286  0.026  0.761  0.044
1491 21.287  0.023  0.818  0.035
1492 21.287  0.021  0.779  0.036
1493 21.288  0.022  0.840  0.035
1494 21.288  0.022  0.684  0.039
1495 21.289  0.023  0.805  0.037
1496 21.290  0.021  0.851  0.034
1497 21.293  0.018  0.751  0.031
1498 21.293  0.022  0.908  0.047
1499 21.295  0.021  0.844  0.044
1500 21.297  0.021  0.711  0.040
1501 21.298  0.021  0.804  0.039
1502 21.299  0.023  0.788  0.035
1503 21.303  0.017  0.820  0.032
1504 21.303  0.023  0.754  0.041
1505 21.303  0.022  0.772  0.034
1506 21.309  0.020  0.878  0.034
1507 21.310  0.021  0.815  0.039
1508 21.311  0.020  0.755  0.034
1509 21.311  0.024  0.778  0.037
1510 21.312  0.021  0.945  0.044
1511 21.312  0.021  1.234  0.047
1512 21.312  0.021  0.779  0.035
1513 21.315  0.025  0.846  0.040
1514 21.316  0.023  0.700  0.036
1515 21.317  0.022  0.834  0.034
1516 21.319  0.021  0.883  0.044
1517 21.319  0.023  0.763  0.036
1518 21.321  0.022  0.733  0.037
1519 21.328  0.021  0.803  0.036
1520 21.329  0.020  0.776  0.032
1521 21.330  0.023  0.859  0.040
1522 21.331  0.021  0.826  0.039
1523 21.337  0.021  0.808  0.042
1524 21.337  0.020  0.802  0.032
1525 21.339  0.022  0.799  0.042
1526 21.340  0.021  0.811  0.034
1527 21.340  0.023  0.744  0.045
1528 21.341  0.021  0.750  0.033
1529 21.342  0.024  0.768  0.035
1530 21.345  0.030  0.924  0.044
1531 21.345  0.027  0.722  0.047
1532 21.347  0.022  0.776  0.035
1533 21.347  0.024  0.843  0.037
1534 21.348  0.020  0.909  0.039
1535 21.348  0.024  0.802  0.039
1536 21.349  0.022  0.797  0.038
1537 21.350  0.022  0.877  0.038
1538 21.353  0.023  0.860  0.039
1539 21.354  0.023  0.807  0.035
1540 21.354  0.026  0.908  0.045
1541 21.355  0.030  0.747  0.049
1542 21.357  0.023  0.780  0.047
1543 21.366  0.022  0.597  0.032
1544 21.367  0.023  0.864  0.040
1545 21.367  0.023  0.811  0.036
1546 21.368  0.022  0.764  0.034
1547 21.370  0.021  0.859  0.039
1548 21.370  0.023  0.826  0.039
1549 21.370  0.022  0.846  0.041
1550 21.372  0.020  0.876  0.037
1551 21.373  0.024  0.899  0.039
1552 21.373  0.019  0.786  0.032
1553 21.373  0.026  0.757  0.045
1554 21.378  0.023  0.709  0.041
1555 21.381  0.022  0.690  0.040
1556 21.381  0.023  0.783  0.043
1557 21.384  0.022  0.837  0.035
1558 21.390  0.023  0.739  0.035
1559 21.391  0.023  0.780  0.036
1560 21.393  0.021  0.830  0.036
1561 21.394  0.021  0.811  0.036
1562 21.395  0.020  0.814  0.035
1563 21.396  0.023  0.806  0.041
1564 21.401  0.023  0.936  0.040
1565 21.401  0.026  0.660  0.041
1566 21.402  0.024  0.813  0.043
1567 21.403  0.024  0.761  0.039
1568 21.408  0.024  0.877  0.041
1569 21.410  0.027  0.813  0.047
1570 21.410  0.023  0.861  0.040
1571 21.412  0.026  0.833  0.039
1572 21.412  0.026  0.786  0.051
1573 21.412  0.024  0.839  0.039
1574 21.414  0.022  0.812  0.037
1575 21.414  0.022  0.814  0.037
1576 21.415  0.023  0.807  0.037
1577 21.416  0.025  0.879  0.042
1578 21.417  0.025  0.872  0.044
1579 21.417  0.033  0.608  0.050
1580 21.418  0.025  0.831  0.039
1581 21.419  0.026  0.961  0.045
1582 21.420  0.026  0.915  0.043
1583 21.425  0.022  0.746  0.032
1584 21.425  0.026  0.820  0.041
1585 21.428  0.025  0.757  0.038
1586 21.429  0.025  0.850  0.046
1587 21.429  0.023  0.789  0.041
1588 21.431  0.028  0.889  0.043
1589 21.433  0.022  0.874  0.037
1590 21.434  0.021  0.924  0.041
1591 21.434  0.028  0.766  0.042
1592 21.439  0.022  0.858  0.038
1593 21.442  0.027  0.866  0.043
1594 21.442  0.031  0.764  0.047
1595 21.443  0.023  0.877  0.046
1596 21.445  0.024  0.895  0.042
1597 21.449  0.023  0.824  0.040
1598 21.452  0.024  0.782  0.039
1599 21.453  0.024  0.826  0.043
1600 21.457  0.024  0.757  0.044
1601 21.460  0.027  0.792  0.041
1602 21.461  0.026  0.855  0.042
1603 21.465  0.024  0.883  0.043
1604 21.465  0.024  0.875  0.047
1605 21.467  0.024  0.859  0.054
1606 21.471  0.023  0.821  0.041
1607 21.473  0.023  0.892  0.048
1608 21.474  0.022  0.840  0.046
1609 21.474  0.026  0.725  0.039
1610 21.477  0.031  0.750  0.045
1611 21.477  0.027  0.848  0.046
1612 21.478  0.024  0.834  0.042
1613 21.479  0.028  1.003  0.057
1614 21.480  0.022  0.882  0.041
1615 21.480  0.026  0.807  0.044
1616 21.481  0.024  0.768  0.039
1617 21.483  0.025  0.948  0.049
1618 21.485  0.024  0.742  0.038
1619 21.486  0.025  0.948  0.042
1620 21.487  0.025  0.856  0.045
1621 21.487  0.028  0.792  0.048
1622 21.489  0.024  0.889  0.045
1623 21.489  0.028  0.898  0.054
1624 21.492  0.026  0.804  0.051
1625 21.492  0.033  0.756  0.047
1626 21.492  0.024  0.840  0.041
1627 21.493  0.023  0.679  0.036
1628 21.494  0.025  0.782  0.047
1629 21.494  0.026  0.808  0.051
1630 21.495  0.033  0.777  0.052
1631 21.495  0.022  0.785  0.042
1632 21.502  0.041  0.868  0.056
1633 21.505  0.024  0.920  0.045
1634 21.506  0.028  0.842  0.043
1635 21.507  0.023  0.802  0.038
1636 21.510  0.025  0.780  0.048
1637 21.511  0.024  0.901  0.049
1638 21.512  0.023  0.835  0.041
1639 21.514  0.025  0.874  0.045
1640 21.521  0.024  0.945  0.046
1641 21.524  0.027  0.869  0.047
1642 21.524  0.026  0.876  0.050
1643 21.528  0.026  0.884  0.046
1644 21.529  0.028  0.791  0.049
1645 21.530  0.025  0.839  0.044
1646 21.531  0.023  0.858  0.049
1647 21.531  0.029  0.448  0.041
1648 21.533  0.029  0.852  0.044
1649 21.544  0.025  0.770  0.044
1650 21.550  0.025  0.800  0.043
1651 21.552  0.026  0.738  0.038
1652 21.555  0.027  0.805  0.051
1653 21.555  0.026  0.812  0.042
1654 21.559  0.024  0.927  0.048
1655 21.559  0.028  0.863  0.051
1656 21.560  0.028  0.816  0.050
1657 21.561  0.030  0.823  0.051
1658 21.563  0.024  0.930  0.052
1659 21.563  0.039  0.745  0.056
1660 21.565  0.036  0.864  0.056
1661 21.568  0.025  0.834  0.044
1662 21.573  0.028  0.902  0.054
1663 21.580  0.024  0.787  0.046
1664 21.583  0.026  0.768  0.042
1665 21.584  0.033  0.976  0.053
1666 21.585  0.027  0.858  0.054
1667 21.587  0.029  0.973  0.055
1668 21.590  0.024  0.903  0.043
1669 21.592  0.029  0.884  0.045
1670 21.596  0.025  0.902  0.043
1671 21.596  0.027  1.083  0.054
1672 21.597  0.031  0.849  0.052
1673 21.603  0.028  0.840  0.048
1674 21.608  0.025  0.765  0.044
1675 21.609  0.035  0.969  0.058
1676 21.609  0.028  0.905  0.047
1677 21.611  0.025  0.852  0.047
1678 21.612  0.025  0.737  0.042
1679 21.614  0.031  0.990  0.052
1680 21.618  0.028  0.779  0.054
1681 21.619  0.024  0.885  0.045
1682 21.621  0.027  0.805  0.045
1683 21.622  0.028  0.800  0.053
1684 21.622  0.026  0.976  0.046
1685 21.622  0.026  0.965  0.056
1686 21.625  0.034  0.870  0.056
1687 21.628  0.029  0.865  0.050
1688 21.628  0.028  0.930  0.049
1689 21.628  0.025  0.791  0.043
1690 21.633  0.025  0.901  0.044
1691 21.633  0.030  0.794  0.046
1692 21.633  0.030  0.737  0.045
1693 21.636  0.028  0.929  0.047
1694 21.637  0.030  0.832  0.058
1695 21.637  0.030  0.860  0.050
1696 21.641  0.028  0.755  0.054
1697 21.641  0.029  0.950  0.053
1698 21.646  0.029  0.813  0.051
1699 21.648  0.028  0.892  0.053
1700 21.653  0.031  0.721  0.046
1701 21.653  0.024  0.750  0.045
1702 21.658  0.034  0.748  0.058
1703 21.658  0.028  0.191  0.038
1704 21.660  0.032  0.824  0.057
1705 21.660  0.029  0.799  0.049
1706 21.663  0.028  0.570  0.041
1707 21.681  0.026  0.748  0.055
1708 21.687  0.028  0.852  0.046
1709 21.688  0.029  0.908  0.051
1710 21.689  0.031  0.860  0.052
1711 21.693  0.029  0.886  0.049
1712 21.705  0.036  0.882  0.061
1713 21.707  0.034  0.917  0.057
1714 21.708  0.031  0.955  0.058
1715 21.711  0.031  0.866  0.051
1716 21.712  0.030  1.029  0.054
1717 21.713  0.031  0.928  0.055
1718 21.714  0.029  0.794  0.052
1719 21.715  0.029  0.839  0.050
1720 21.718  0.031  0.904  0.058
1721 21.727  0.027  0.882  0.051
1722 21.742  0.028  0.969  0.054
1723 21.757  0.030  0.813  0.058
1724 21.822  0.038  0.877  0.060
1725 21.822  0.033  0.965  0.058
1726 21.830  0.035  0.872  0.055
1727 21.849  0.045  0.844  0.064
1728 21.858  0.036  0.901  0.061
1729 21.874  0.034  0.852  0.056
1730 22.091  0.046  0.490  0.067
5001 11.973  0.007  1.552  0.009
5002 12.203  0.006  1.306  0.009
5003 12.488  0.007  1.297  0.009
5004 12.668  0.008  1.182  0.010
5005 12.708  0.008  1.200  0.010
5006 13.225  0.006  0.949  0.008
5007 13.407  0.006  1.017  0.009
5008 13.534  0.007  0.984  0.009
5009 13.644  0.006  0.868  0.009
5010 13.648  0.006  0.947  0.008
5011 13.728  0.007  0.953  0.009
5012 13.917  0.006  0.927  0.009
5013 13.939  0.006  0.905  0.009
5014 14.018  0.006  0.901  0.009
5015 14.108  0.007  0.668  0.009
5016 14.171  0.007  0.897  0.009
5017 14.194  0.006  0.703  0.009
5018 14.277  0.006  0.867  0.009
5019 14.332  0.008  0.666  0.010
5020 14.496  0.006  0.827  0.009
5021 14.510  0.007  0.836  0.009
5022 14.519  0.006  0.842  0.009
5023 14.602  0.006  0.842  0.009
5024 14.663  0.007  0.822  0.009
5025 14.702  0.006  0.826  0.009
5026 14.705  0.007  0.820  0.009
5027 14.706  0.006  0.819  0.009
5028 14.708  0.006  0.817  0.009
5029 14.753  0.007  0.818  0.009
5030 14.765  0.007  0.818  0.009
5031 14.776  0.008  0.819  0.010
5032 14.785  0.008  0.825  0.011
5033 14.785  0.007  0.865  0.009
5034 14.795  0.007  0.817  0.010
5035 14.810  0.007  0.831  0.009
5036 14.819  0.006  0.814  0.009
5037 14.827  0.007  0.827  0.009
5038 14.843  0.007  0.839  0.009
5039 14.858  0.006  0.782  0.009
5040 14.867  0.007  0.817  0.009
5041 14.895  0.007  0.825  0.009
5042 14.943  0.006  0.080  0.009
5043 14.945  0.006  0.071  0.009
5044 14.952  0.007  0.793  0.010
5045 14.954  0.007  0.652  0.009
5046 14.958  0.006  0.160  0.010
5047 14.963  0.006  0.086  0.010
5048 14.967  0.007  0.802  0.009
5049 14.969  0.007  0.800  0.009
5050 14.988  0.006  0.157  0.009
5051 15.027  0.007  0.792  0.009
5052 15.035  0.007  0.789  0.009
5053 15.048  0.007  0.792  0.010
5054 15.051  0.007  0.796  0.009
5055 15.080  0.006  0.067  0.010
5056 15.092  0.006  0.040  0.010
5057 15.099  0.007  0.796  0.009
5058 15.124  0.007  0.780  0.009
5059 15.124  0.007  0.779  0.009
5060 15.137  0.006  0.784  0.009
5061 15.143  0.006  0.796  0.009
5062 15.145  0.007  0.780  0.009
5063 15.149  0.006  0.053  0.009
5064 15.163  0.006  0.057  0.009
5065 15.165  0.006  0.792  0.009
5066 15.196  0.007  0.775  0.009
5067 15.224  0.006  0.027  0.009
5068 15.242  0.007  0.754  0.010
5069 15.248  0.006 -0.018  0.009
5070 15.265  0.006  0.001  0.010
5071 15.266  0.007  0.773  0.009
5072 15.274  0.007  0.011  0.010
5073 15.275  0.007  0.774  0.010
5074 15.276  0.006  0.014  0.010
5075 15.281  0.007  0.782  0.010
5076 15.294  0.006  0.011  0.009
5077 15.295  0.006  0.014  0.009
5078 15.309  0.006  0.020  0.010
5079 15.312  0.007  0.763  0.009
5080 15.331  0.007  0.766  0.009
5081 15.340  0.006  0.016  0.009
5082 15.342  0.007  0.752  0.009
5083 15.356  0.007  0.761  0.009
5084 15.358  0.007  0.758  0.009
5085 15.383  0.007  0.755  0.009
5086 15.388  0.007  0.006  0.010
5087 15.399  0.006  0.010  0.010
5088 15.402  0.006 -0.020  0.009
5089 15.409  0.006 -0.013  0.010
5090 15.409  0.007 -0.137  0.010
5091 15.427  0.007  0.746  0.010
5092 15.429  0.006 -0.018  0.009
5093 15.441  0.007  0.774  0.009
5094 15.447  0.006 -0.042  0.010
5095 15.450  0.006 -0.027  0.010
5096 15.452  0.006 -0.016  0.009
5097 15.453  0.006 -0.025  0.009
5098 15.463  0.006 -0.018  0.010
5099 15.464  0.007  0.761  0.010
5100 15.503  0.007 -0.028  0.010
5101 15.517  0.008  0.733  0.010
5102 15.523  0.007 -0.020  0.010
5103 15.589  0.007  0.756  0.010
5104 15.620  0.007  0.747  0.009
5105 15.667  0.007  0.745  0.009
5106 15.675  0.007  0.737  0.010
5107 15.693  0.007  0.732  0.009
5108 15.737  0.007  0.703  0.010
5109 15.739  0.006 -0.079  0.010
5110 15.740  0.007  0.746  0.009
5111 15.774  0.006 -0.043  0.010
5112 15.781  0.006 -0.051  0.010
5113 15.783  0.007  0.757  0.010
5114 15.789  0.007  0.718  0.009
5115 15.875  0.006 -0.058  0.010
5116 15.881  0.007 -0.085  0.010
5117 15.918  0.006 -0.073  0.010
5118 15.926  0.008  0.727  0.010
5119 15.977  0.006 -0.180  0.010
5120 16.044  0.006 -0.097  0.010
5121 16.116  0.007  0.726  0.010
5122 16.134  0.006 -0.105  0.010
5123 16.142  0.006  0.705  0.010
5124 16.187  0.006  0.710  0.010
5125 16.236  0.006 -0.132  0.010
5126 16.334  0.007  0.703  0.010
5127 16.365  0.007 -0.126  0.010
5128 16.384  0.007  0.691  0.011
5129 16.390  0.007  0.247  0.010
5130 16.407  0.007  0.693  0.009
5131 16.408  0.006  0.645  0.010
5132 16.445  0.007 -0.126  0.010
5133 16.523  0.006 -0.112  0.010
5134 16.523  0.007  0.686  0.011
5135 16.563  0.007  0.689  0.011
5136 16.594  0.006 -0.126  0.010
5137 16.636  0.007  0.679  0.011
5138 16.643  0.007 -0.176  0.010
5139 16.703  0.007  0.674  0.010
5140 16.717  0.007  0.676  0.010
5141 16.762  0.007  0.666  0.011
5142 16.808  0.006 -0.124  0.010
5143 16.813  0.008  1.123  0.012
5144 16.837  0.007  0.657  0.011
5145 16.837  0.007  0.674  0.010
5146 16.854  0.007 -0.124  0.010
5147 16.872  0.007  0.670  0.011
5148 16.886  0.007  0.653  0.011
5149 16.901  0.007  0.645  0.011
5150 16.915  0.007  0.659  0.010
5151 16.925  0.007  0.677  0.010
5152 16.957  0.007  0.651  0.011
5153 16.996  0.007 -0.173  0.010
5154 17.009  0.007  0.662  0.011
5155 17.031  0.008  0.655  0.012
5156 17.052  0.006  0.637  0.010
5157 17.072  0.006  0.670  0.010
5158 17.086  0.006 -0.143  0.010
5159 17.090  0.007  0.646  0.011
5160 17.111  0.007 -0.135  0.010
5161 17.131  0.007  0.653  0.011
5162 17.157  0.007  0.642  0.012
5163 17.164  0.007  0.663  0.011
5164 17.172  0.007 -0.156  0.010
5165 17.177  0.007  0.679  0.011
5166 17.189  0.007  0.647  0.011
5167 17.189  0.007  0.651  0.011
5168 17.208  0.007  0.659  0.009
5169 17.210  0.007  0.423  0.010
5170 17.214  0.007  0.623  0.011
5171 17.230  0.007 -0.163  0.011
5172 17.235  0.007  0.654  0.011
5173 17.258  0.008 -0.056  0.012
5174 17.275  0.007  0.635  0.009
5175 17.278  0.007  0.649  0.009
5176 17.280  0.007 -0.162  0.010
5177 17.309  0.008  0.639  0.012
5178 17.322  0.007  0.648  0.011
5179 17.377  0.007 -0.179  0.012
5180 17.382  0.007  0.633  0.011
5181 17.389  0.008  0.627  0.012
5182 17.391  0.007 -0.171  0.011
5183 17.436  0.008  0.619  0.012
5184 17.474  0.008  0.628  0.013
5185 17.485  0.007  0.620  0.011
5186 17.489  0.007  1.560  0.012
5187 17.492  0.007  1.301  0.012
5188 17.496  0.007  0.638  0.011
5189 17.497  0.007  0.649  0.010
5190 17.510  0.007  0.647  0.011
5191 17.524  0.007  0.624  0.009
5192 17.533  0.007  0.633  0.011
5193 17.548  0.007  0.635  0.012
5194 17.600  0.007  0.712  0.011
5195 17.618  0.008  0.632  0.013
5196 17.619  0.007  0.635  0.010
5197 17.624  0.008  0.653  0.010
5198 17.662  0.007  0.613  0.010
5199 17.677  0.007 -0.181  0.010
5200 17.718  0.008 -0.163  0.011
5201 17.720  0.008  0.593  0.012
5202 17.745  0.007  0.620  0.011
5203 17.781  0.008  0.585  0.012
5204 17.781  0.007  0.884  0.011
5205 17.802  0.008  0.810  0.012
5206 17.819  0.008  0.566  0.011
5207 17.824  0.007  0.576  0.012
5208 17.826  0.007  0.570  0.011
5209 17.834  0.007  0.581  0.012
5210 17.837  0.007  0.558  0.012
5211 17.842  0.008  0.579  0.013
5212 17.848  0.008  0.561  0.011
5213 17.849  0.008  0.564  0.011
5214 17.856  0.009  0.571  0.013
5215 17.859  0.007  0.560  0.011
5216 17.874  0.007  0.531  0.011
5217 17.874  0.008  0.554  0.012
5218 17.875  0.007  0.531  0.011
5219 17.886  0.007  0.554  0.012
5220 17.887  0.007  0.554  0.012
5221 17.888  0.007  0.532  0.011
5222 17.891  0.009  0.564  0.013
5223 17.895  0.007 -0.216  0.011
5224 17.895  0.007  1.167  0.012
5225 17.909  0.007  0.519  0.012
5226 17.911  0.008  0.532  0.012
5227 17.914  0.007  0.538  0.012
5228 17.919  0.007  0.524  0.011
5229 17.921  0.007  0.542  0.012
5230 17.923  0.009  0.503  0.014
5231 17.925  0.008  0.508  0.013
5232 17.928  0.008  0.549  0.013
5233 17.929  0.007  0.507  0.011
5234 17.931  0.007  0.508  0.012
5235 17.960  0.008  0.500  0.012
5236 17.962  0.007  0.508  0.012
5237 17.972  0.008  0.518  0.013
5238 17.978  0.007  0.510  0.011
5239 17.985  0.007  0.277  0.011
5240 17.989  0.008  0.503  0.012
5241 17.992  0.007  0.500  0.011
5242 17.997  0.010 -0.222  0.014
5243 17.999  0.007  0.489  0.010
5244 18.008  0.008  0.485  0.012
5245 18.012  0.008  0.501  0.013
5246 18.035  0.008  0.472  0.012
5247 18.035  0.008  0.489  0.012
5248 18.043  0.008  0.493  0.013
5249 18.043  0.008  0.483  0.012
5250 18.046  0.009  0.476  0.015
5251 18.065  0.008  0.493  0.013
5252 18.067  0.008  0.453  0.013
5253 18.070  0.008  0.827  0.013
5254 18.082  0.007  0.471  0.010
5255 18.094  0.009  0.464  0.013
5256 18.105  0.009  0.482  0.013
5257 18.108  0.007  0.477  0.011
5258 18.108  0.008  0.470  0.012
5259 18.120  0.008  0.466  0.012
5260 18.121  0.008  0.468  0.012
5261 18.134  0.008  0.466  0.012
5262 18.134  0.007  0.450  0.010
5263 18.146  0.008  0.475  0.012
5264 18.150  0.008  0.464  0.013
5265 18.151  0.008  0.619  0.012
5266 18.156  0.009  0.456  0.013
5267 18.157  0.009  0.477  0.012
5268 18.162  0.007  0.442  0.010
5269 18.166  0.010  0.499  0.015
5270 18.167  0.008  0.464  0.012
5271 18.175  0.008  0.445  0.013
5272 18.180  0.008  0.472  0.012
5273 18.185  0.008  0.442  0.012
5274 18.189  0.008  0.437  0.013
5275 18.193  0.008 -0.232  0.012
5276 18.199  0.007  0.441  0.012
5277 18.205  0.008 -0.227  0.012
5278 18.206  0.008  0.462  0.013
5279 18.211  0.007  0.465  0.012
5280 18.212  0.008  0.449  0.012
5281 18.213  0.010  0.015  0.015
5282 18.224  0.008  0.468  0.012
5283 18.227  0.008  0.445  0.012
5284 18.230  0.008  0.457  0.013
5285 18.231  0.008  0.448  0.011
5286 18.248  0.007 -0.267  0.011
5287 18.254  0.007  0.448  0.012
5288 18.262  0.008 -0.237  0.012
5289 18.262  0.008  0.444  0.012
5290 18.264  0.007  0.458  0.011
5291 18.264  0.009  0.463  0.013
5292 18.269  0.009  0.455  0.013
5293 18.273  0.010  0.463  0.016
5294 18.276  0.008  0.451  0.012
5295 18.281  0.008  0.440  0.012
5296 18.281  0.007  0.440  0.012
5297 18.281  0.008  0.438  0.012
5298 18.281  0.009  0.445  0.013
5299 18.287  0.008  0.451  0.012
5300 18.290  0.008  0.432  0.012
5301 18.293  0.008  0.438  0.012
5302 18.293  0.008  0.438  0.012
5303 18.304  0.008  0.440  0.010
5304 18.309  0.008  0.446  0.012
5305 18.310  0.008  0.437  0.012
5306 18.311  0.007  0.436  0.012
5307 18.314  0.008  1.384  0.013
5308 18.316  0.008  0.437  0.013
5309 18.318  0.008  0.438  0.012
5310 18.320  0.008  0.456  0.012
5311 18.324  0.008  0.436  0.012
5312 18.330  0.008  0.439  0.013
5313 18.349  0.008  0.451  0.013
5314 18.352  0.009  0.432  0.013
5315 18.354  0.007  0.420  0.011
5316 18.357  0.008  0.449  0.012
5317 18.360  0.009  0.446  0.014
5318 18.367  0.008  0.447  0.011
5319 18.369  0.008  0.457  0.012
5320 18.373  0.007  0.448  0.012
5321 18.384  0.008  0.439  0.013
5322 18.398  0.008  0.424  0.013
5323 18.403  0.009  0.425  0.013
5324 18.404  0.010  0.457  0.017
5325 18.407  0.008  0.427  0.012
5326 18.408  0.009  0.434  0.013
5327 18.419  0.009  0.432  0.014
5328 18.421  0.008 -0.244  0.012
5329 18.429  0.009 -0.172  0.012
5330 18.430  0.009  0.438  0.013
5331 18.431  0.008  0.432  0.012
5332 18.436  0.011 -0.302  0.018
5333 18.438  0.008  0.450  0.013
5334 18.439  0.009  0.430  0.013
5335 18.440  0.009  0.440  0.014
5336 18.446  0.009  0.455  0.013
5337 18.450  0.008  0.455  0.013
5338 18.453  0.010  0.451  0.016
5339 18.457  0.008  1.543  0.016
5340 18.461  0.007  0.448  0.012
5341 18.464  0.009  0.438  0.014
5342 18.466  0.009  0.444  0.013
5343 18.473  0.010  0.457  0.014
5344 18.476  0.008  0.764  0.012
5345 18.479  0.009  0.432  0.014
5346 18.485  0.008  0.444  0.014
5347 18.485  0.008  0.415  0.012
5348 18.488  0.008  0.428  0.012
5349 18.488  0.008  0.432  0.013
5350 18.493  0.009  0.445  0.014
5351 18.494  0.008  0.434  0.012
5352 18.498  0.009  0.444  0.013
5353 18.499  0.009  0.441  0.014
5354 18.506  0.008  0.462  0.013
5355 18.509  0.009  0.441  0.013
5356 18.512  0.008  0.440  0.011
5357 18.523  0.009  0.434  0.013
5358 18.531  0.010  0.415  0.014
5359 18.533  0.009  0.445  0.014
5360 18.539  0.009  0.448  0.013
5361 18.546  0.009  0.450  0.014
5362 18.551  0.009  0.440  0.013
5363 18.552  0.011  0.451  0.016
5364 18.553  0.009  0.450  0.013
5365 18.553  0.008  0.448  0.012
5366 18.554  0.010 -0.241  0.014
5367 18.555  0.009  0.449  0.013
5368 18.565  0.008  0.420  0.013
5369 18.566  0.009  0.418  0.014
5370 18.573  0.009  0.439  0.014
5371 18.575  0.008  0.425  0.013
5372 18.576  0.008  0.422  0.012
5373 18.587  0.009  0.430  0.013
5374 18.589  0.009  0.446  0.013
5375 18.590  0.008  0.447  0.013
5376 18.592  0.009  0.420  0.013
5377 18.593  0.009  0.453  0.014
5378 18.601  0.009 -0.228  0.014
5379 18.603  0.009  0.431  0.013
5380 18.603  0.009  0.444  0.013
5381 18.606  0.009  0.421  0.014
5382 18.606  0.008  0.451  0.013
5383 18.607  0.009  0.421  0.013
5384 18.614  0.009  0.636  0.015
5385 18.615  0.009  0.448  0.013
5386 18.615  0.009  0.444  0.013
5387 18.619  0.009  0.439  0.014
5388 18.621  0.009  0.439  0.014
5389 18.625  0.009  0.441  0.014
5390 18.628  0.009  0.464  0.014
5391 18.628  0.009  0.427  0.013
5392 18.629  0.016  0.434  0.019
5393 18.635  0.008  0.415  0.013
5394 18.636  0.008  0.436  0.013
5395 18.636  0.009  0.424  0.013
5396 18.639  0.010  0.448  0.015
5397 18.642  0.012  0.485  0.016
5398 18.648  0.009  0.431  0.014
5399 18.649  0.008  0.446  0.013
5400 18.660  0.009  0.441  0.014
5401 18.664  0.009  0.437  0.014
5402 18.665  0.009  0.441  0.013
5403 18.665  0.009  0.428  0.013
5404 18.674  0.009  0.441  0.014
5405 18.675  0.009  0.436  0.014
5406 18.677  0.008  0.433  0.013
5407 18.677  0.009  0.462  0.013
5408 18.683  0.013 -0.129  0.017
5409 18.683  0.008  0.848  0.015
5410 18.685  0.008  0.470  0.013
5411 18.685  0.009  0.442  0.014
5412 18.691  0.008 -0.236  0.012
5413 18.691  0.009  0.460  0.014
5414 18.693  0.008  0.418  0.013
5415 18.694  0.008  0.434  0.013
5416 18.699  0.008  0.433  0.013
5417 18.699  0.009  0.422  0.014
5418 18.767  0.011 -0.324  0.016
5419 18.774  0.009 -0.267  0.012
5420 19.084  0.009 -0.285  0.014
5422 20.255  0.016  0.138  0.025
5424 20.769  0.045  0.240  0.059
